ID,nro_remocion,nro_obra,nro_permiso,motivo_obra,tipo_obra,tipo_remocion,fecha_inicio,fecha_fin,propietario,adjudicatario,ejecutante,nro_cont_o_lici,ubicacion,fecha_solicitud,fecha_autorizacion,plazo_autorizado,fecha_recepcion_provisoria,fecha_recepcion_definitiva,inspector,cantidad,longitud,ancho,fecha_alta,Fcrea,Ucrea,Fact,Uact,diametro,tipo_pavimento,tipo_equipo,plazo_total,vigente
373714,1029670,441080,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,MEDIO CORTE CIELO ABIERTO,2019-12-05 00:00:00.0,2019-12-13 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,CARMELO DESDE 1441 HASTA 1441 ENTRE DR CARLOS VAZ FERREIRA Y RAMON ESTOMBA,2019-11-27 00:00:00.0,2019-11-29 14:32:42.0,15,,,CLAUDIA MARTINEZ,,3,0.8,20191202,2-Dec-19,IM2000699,2-Dec-19,IM2000699,,ADOQUINES,,15,N
373715,1029669,441080,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2019-12-05 00:00:00.0,2019-12-13 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,CARMELO DESDE 1441 HASTA 1441 ENTRE DR CARLOS VAZ FERREIRA Y RAMON ESTOMBA,2019-11-27 00:00:00.0,2019-11-29 14:32:42.0,15,,,CLAUDIA MARTINEZ,,5,0.8,20191202,2-Dec-19,IM2000699,2-Dec-19,IM2000699,0,BALDOSAS ,0,15,N
373732,1029676,441082,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2019-12-05 00:00:00.0,2019-12-26 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,AV ENRIQUE LEGRAND DESDE 5055 HASTA 5055 ENTRE MICHIGAN Y RETAMOSA,2019-11-27 00:00:00.0,2019-11-29 14:34:45.0,15,,,FERNANDO RODRIGUEZ,,14,0.8,20191202,2-Dec-19,IM2000699,2-Dec-19,IM2000699,0,TIERRA/CESPED BALDOSAS ,0,15,N
373734,1029672,441081,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,,2020-02-10 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,JACINTO VERA DESDE 3797 HASTA 3797 ENTRE ESTIVAO Y THIEBAUT,2019-11-27 00:00:00.0,2019-11-29 14:36:23.0,15,,,FERNANDO RODRIGUEZ,,4.9,0.8,20191202,2-Dec-19,IM2000699,2-Dec-19,IM2000699,0,BALDOSAS HORMIGON ,0,15,N
373735,1029674,441081,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,MEDIO CORTE CIELO ABIERTO,,2020-02-10 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,JACINTO VERA DESDE 3797 HASTA 3797 ENTRE ESTIVAO Y THIEBAUT,2019-11-27 00:00:00.0,2019-11-29 14:36:23.0,15,,,FERNANDO RODRIGUEZ,,3,0.8,20191202,2-Dec-19,IM2000699,2-Dec-19,IM2000699,,HORMIGON,,15,N
373752,1029599,441052,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,,2020-03-11 00:00:00.0,MUNICIPIO DE MONTEVIDEO,LEJACIR S A,LEJACIR S A,327098,CNO LA PALOMA ENTRE AV DR SANTIN CARLOS ROSSI Y PSJE G,2019-11-27 00:00:00.0,2019-11-29 12:56:44.0,16,,,LAURO RUETALO,,4,2,20191202,2-Dec-19,IM2000699,2-Dec-19,IM2000699,0,OTROS ,0,16,N
373753,1029600,441052,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,MEDIO CORTE CIELO ABIERTO,,2020-03-11 00:00:00.0,MUNICIPIO DE MONTEVIDEO,LEJACIR S A,LEJACIR S A,327098,CNO LA PALOMA ENTRE PSJE G Y AV DR SANTIN CARLOS ROSSI,2019-11-27 00:00:00.0,2019-11-29 12:56:44.0,16,,,LAURO RUETALO,,4,2,20191202,2-Dec-19,IM2000699,2-Dec-19,IM2000699,,ASFALTO,,16,N
373754,1021681,437977,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,,2019-12-09 00:00:00.0,A.N.TEL.,GOFINAL S.A.,GOFINAL S.A.,H033640001,GUANAHANY ENTRE LISTER Y MONTALVO,2019-10-09 00:00:00.0,2019-10-22 15:24:01.0,10,,,JUAN QUEVEDO,,114.6,0.6,20191202,2-Dec-19,IM2000699,2-Dec-19,IM2000699,0,TIERRA/CESPED ,0,10,N
373773,1019948,437377,2,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,,2020-02-13 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,P50871,JAPON ENTRE RIO DE JANEIRO Y CUBA,2019-09-30 00:00:00.0,2019-12-02 09:38:29.0,7,,,LAURO RUETALO,,410,0.4,20191203,3-Dec-19,IM2000699,3-Dec-19,IM2000699,0,TIERRA/CESPED BALDOSAS HORMIGON ,0,7,N
373775,1019948,437377,2,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,,2020-02-13 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,P50871,JAPON ENTRE RIO DE JANEIRO Y CUBA,2019-09-30 00:00:00.0,2019-12-02 09:38:29.0,7,,,LAURO RUETALO,,410,0.4,20191203,3-Dec-19,IM2000699,3-Dec-19,IM2000699,0,TIERRA/CESPED BALDOSAS HORMIGON ,0,7,N
373777,1019948,437377,2,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,,2020-02-13 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,P50871,JAPON ENTRE RIO DE JANEIRO Y CUBA,2019-09-30 00:00:00.0,2019-12-02 09:38:29.0,7,,,LAURO RUETALO,,410,0.4,20191203,3-Dec-19,IM2000699,3-Dec-19,IM2000699,0,TIERRA/CESPED BALDOSAS HORMIGON ,0,7,N
373779,1019948,437377,2,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,,2020-02-13 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,P50871,JAPON ENTRE RIO DE JANEIRO Y CUBA,2019-09-30 00:00:00.0,2019-12-02 09:38:29.0,7,,,LAURO RUETALO,,410,0.4,20191203,3-Dec-19,IM2000699,3-Dec-19,IM2000699,0,TIERRA/CESPED BALDOSAS HORMIGON ,0,7,N
373792,1029971,441208,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,,,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,50871,QUIJOTE ENTRE CARIBES Y COLORADO,2019-11-29 00:00:00.0,2019-12-02 09:46:29.0,3,,,ALICIA DIAZ,,60,0.4,20191203,3-Dec-19,IM2000699,3-Dec-19,IM2000699,0,HORMIGON ,0,3,
373813,1029766,441113,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,,2020-02-18 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,50871,AV JOSE PEDRO VARELA ENTRE BV JOSE BATLLE Y ORDOÑEZ Y AV DAMASO ANTONIO LARRAÑAGA,2019-11-28 00:00:00.0,2019-12-03 08:44:02.0,3,,,JAVIER BUCALO,,292,0.4,20191204,4-Dec-19,USR_UCCRIU,4-Dec-19,USR_UCCRIU,0,TIERRA/CESPED ,0,3,N
373815,1029766,441113,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,,2020-02-18 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,50871,AV JOSE PEDRO VARELA ENTRE BV JOSE BATLLE Y ORDOÑEZ Y AV DAMASO ANTONIO LARRAÑAGA,2019-11-28 00:00:00.0,2019-12-03 08:44:02.0,3,,,JAVIER BUCALO,,292,0.4,20191204,4-Dec-19,USR_UCCRIU,4-Dec-19,USR_UCCRIU,0,TIERRA/CESPED ,0,3,N
373832,1024033,438891,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,,2019-12-27 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,P50871,AV  DR. LUIS ALBERTO DE HERRERA ENTRE JOSE A ITURRIAGA Y BV 26 DE MARZO,2019-10-24 00:00:00.0,2019-12-03 12:26:32.0,3,,,FERNANDO RODRIGUEZ,,30,0.4,20191204,4-Dec-19,USR_UCCRIU,4-Dec-19,USR_UCCRIU,0,BALDOSAS ,0,3,N
373833,1023730,438759,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,2019-12-09 00:00:00.0,2020-01-08 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,50871,AV GRAL GARIBALDI ENTRE LUIS SAMBUCETTI Y AV ITALIA,2019-10-22 00:00:00.0,2019-12-03 12:18:04.0,3,,,ALICIA DIAZ,,41,0.4,20191204,4-Dec-19,USR_UCCRIU,4-Dec-19,USR_UCCRIU,0,BALDOSAS ,0,3,N
373853,1029698,441084,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,,2019-12-11 00:00:00.0,MUNICIPIO DE MONTEVIDEO,ELECTROSISTEMAS S.A,ELECTROSISTEMAS S.A,340324-2,AV DON PEDRO DE MENDOZA ENTRE CNO TTE RINALDI Y JOSE RAMIREZ,2019-11-27 00:00:00.0,2019-12-02 13:01:59.0,14,,,JAVIER BUCALO,,30,0.4,20191204,4-Dec-19,USR_UCCRIU,4-Dec-19,USR_UCCRIU,0,TIERRA/CESPED OTROS ,0,14,N
